"Year","Ndays","Ndets","ID","CamNum_Redux"
2018,66,2,1043,585
2017,83,6,1043,586
2017,121,2,1122,587
2018,112,7,1122,587
2017,121,3,1122,588
2018,30,1,1044,589
2018,121,4,288,590
2017,3,0,2260,591
2018,45,1,2260,591
2018,121,0,3726,592
2018,102,0,5102,593
2018,121,1,3797,594
2018,106,0,3726,595
2016,39,0,3434,596
2017,68,2,1044,597
2018,27,0,1044,597
2018,71,0,3797,598
2018,121,0,3797,599
2018,94,1,523,600
2018,72,1,3726,601
2017,24,0,3726,602
2017,15,0,2174,603
2018,101,1,2174,603
2017,40,1,1201,604
2018,121,5,1201,604
2017,69,0,1122,605
2018,121,0,1122,605
2017,121,1,1201,606
2017,2,0,3116,607
2017,121,9,1122,608
2018,38,1,1122,608
2017,121,5,1122,609
2018,109,10,1122,609
2017,121,3,1201,610
2017,121,5,1044,611
2018,121,2,1044,611
2018,121,0,3116,612
2017,44,3,1044,613
2018,95,1,1044,613
2017,23,0,5318,614
2017,17,2,1044,615
2018,88,10,1044,615
2018,80,1,3726,616
2018,121,0,3938,617
2017,84,4,1044,618
2018,48,1,1044,618
2018,50,0,3797,619
2018,69,1,3797,620
2017,39,1,1044,621
2018,121,8,1044,621
2017,121,2,1201,622
2018,52,0,1201,622
2017,40,3,1201,623
2018,77,3,1201,623
2018,121,2,3868,624
2017,35,1,1122,625
2018,32,0,1044,626
2017,121,6,1201,627
2018,82,3,1201,627
2017,117,0,1044,628
2017,22,0,3434,629
2018,24,0,3434,629
2018,90,1,1122,630
2017,45,1,1122,631
2018,121,0,1122,631
2017,49,0,1122,632
2018,121,1,3726,633
2017,83,9,1044,634
2018,121,9,1044,634
2018,115,1,3279,635
2018,100,0,5049,636
2017,68,3,1044,637
2018,60,11,288,638
2018,87,0,3938,639
2015,121,0,3797,640
2016,30,0,3797,640
2017,43,0,3797,640
2017,28,0,3797,641
2018,103,1,3797,641
2018,121,0,3726,642
2015,121,1,3726,643
2016,121,0,3726,643
2017,121,0,3726,643
2018,121,0,3868,644
2015,96,0,3868,645
2016,3,0,3868,645
2017,89,1,3868,645
2015,121,1,3726,646
2016,59,1,3726,646
2017,98,0,3726,646
2018,10,0,3726,646
2016,4,0,3655,647
2017,50,0,3655,647
2018,121,0,3655,647
2017,76,7,970,648
2018,111,3,970,648
2017,39,1,2864,649
2018,16,0,2864,649
2015,121,0,3655,650
2016,121,0,3655,650
2018,46,0,3655,651
2017,121,6,1201,652
2018,121,4,1201,652
2015,121,2,3868,653
2016,112,1,3868,653
2017,121,1,3868,653
2018,121,1,3868,653
2016,104,0,4828,654
2016,18,0,3797,655
2017,100,1,3797,655
2017,35,1,1122,656
2017,60,0,4828,657
2018,13,0,4828,657
2015,121,0,3655,658
2016,118,0,3655,658
2017,102,0,3655,658
2018,100,1,3655,658
2018,121,0,3279,659
2017,66,0,3279,660
2018,38,1,3509,661
2017,54,1,1044,662
2018,11,0,1044,663
2015,44,6,3797,664
2017,83,1,1044,665
2018,121,2,1044,665
2017,92,0,1122,666
2018,87,1,1122,666
2017,45,0,1122,667
2018,55,2,1122,667
2017,101,4,1201,668
2018,103,0,1201,668
2018,58,1,2864,669
2015,92,2,3798,670
2015,26,0,3727,671
2016,24,0,3727,671
2016,95,0,3727,672
2016,70,1,3798,673
2017,107,0,3798,673
2017,121,7,1202,674
2018,5,0,1202,674
2018,44,0,3435,675
2017,46,0,3510,676
2018,106,0,3869,677
2017,121,0,3798,678
2018,121,2,3798,678
2015,96,0,3798,679
2016,113,0,3798,679
2017,121,0,3798,679
2018,97,0,3798,680
2015,73,0,3656,681
2016,118,0,3656,681
2017,68,0,3656,681
2018,20,0,3656,681
2015,121,0,3656,682
2016,10,0,3656,682
2015,121,4,3798,683
2016,100,0,3798,683
2017,121,0,3798,683
2018,121,1,3798,683
2015,121,0,3727,684
2017,121,0,3727,684
2018,121,4,3727,684
2016,118,2,3727,685
2017,50,0,3727,685
2015,121,0,3727,686
2015,121,0,3656,687
2016,121,0,3656,687
2017,121,0,3656,687
2018,3,0,3656,687
2015,55,2,3869,688
2017,115,0,4602,689
2018,121,0,4602,689
2015,121,0,3869,690
2017,121,0,3869,690
2018,50,0,3869,690
2018,121,0,3869,691
2015,114,0,3727,692
2018,117,2,3727,692
2015,77,1,1922,693
2017,110,0,4716,694
2018,62,0,4716,694
2015,77,3,1838,695
2015,77,1,1922,696
2015,77,0,2006,697
2018,89,0,4996,698
2015,77,1,1838,699
2015,77,1,1922,700
2015,71,0,3798,701
2016,20,0,3798,701
2016,52,0,3798,702
2017,51,1,3798,702
2017,121,0,3798,703
2018,121,0,3798,703
2015,121,0,3727,704
2017,99,1,3727,704
2018,121,3,3869,705
2015,67,0,3798,706
2015,121,0,3869,707
2016,121,7,3869,707
2017,121,11,3869,707
2018,121,6,3869,708
2015,121,4,3869,709
2016,121,1,3869,709
2017,121,3,3869,709
2018,121,5,3869,709
2018,35,11,3798,710
2017,75,0,3727,711
2015,73,0,3656,712
2017,121,1,3656,712
2018,121,1,3656,712
2015,42,0,3727,713
2016,18,2,3727,713
2015,115,0,3656,714
2016,39,0,3656,714
2017,121,2,3656,714
2018,121,0,3656,714
2016,63,2,3727,715
2015,116,2,3727,716
2016,1,0,3727,716
2017,121,1,3727,716
2018,121,0,3727,716
2018,121,0,5155,717
2015,121,0,3656,718
2016,44,0,3656,719
2017,121,0,3656,719
2018,102,0,3656,719
2015,76,0,2006,720
2018,121,1,752,721
2017,25,0,2261,722
2018,40,0,2261,722
2017,8,0,1838,723
2015,77,1,1838,724
2016,50,0,3798,725
2018,67,0,3798,725
2015,65,0,3798,726
2016,121,0,3798,726
2017,110,1,3798,726
2015,72,0,3798,727
2016,26,0,3798,727
2015,97,0,3798,728
2016,121,1,3798,728
2016,68,1,3727,729
2016,121,0,3727,730
2015,66,2,3727,731
2016,8,2,3727,731
2015,69,0,3798,732
2016,121,0,3798,732
2015,121,0,3727,733
2016,121,0,3727,733
2015,110,0,3727,734
2016,121,0,3727,734
2017,95,0,3727,734
2018,92,0,3727,734
2015,45,0,3727,735
2016,85,1,3727,735
2015,76,2,2006,736
2015,121,0,3798,737
2016,121,0,3798,737
2017,60,1,3798,737
2018,106,4,3798,737
2018,102,0,3939,738
2015,121,1,3869,739
2016,103,0,3869,739
2017,107,10,3869,739
2018,87,5,3869,739
2015,76,4,1922,740
2018,72,2,3869,741
2018,121,1,824,742
2017,78,0,3656,743
2016,94,2,3869,744
2017,121,6,3869,744
2018,38,1,3869,744
2017,3,0,3035,745
2018,121,0,3035,745
2016,121,6,3869,746
2018,84,6,3869,746
2015,121,2,3869,747
2015,121,0,3656,748
2016,82,0,3656,748
2017,78,0,3656,748
2015,7,0,3727,749
2016,97,3,3727,749
2015,57,0,3656,750
2016,25,0,3656,750
2015,121,0,3727,751
2016,62,0,3727,751
2015,98,3,3798,752
2016,39,0,3798,752
2017,114,0,3798,752
2018,110,2,3798,752
2015,43,0,3798,753
2017,21,0,4659,754
2018,96,0,4659,754
2015,111,0,3727,755
2016,68,1,3727,755
2017,1,0,3727,755
2018,121,1,3727,755
2015,79,0,3727,756
2016,27,0,3727,756
2016,97,1,3656,757
2015,56,0,3727,758
2016,121,1,3727,758
2015,58,0,3727,759
2016,64,0,3727,759
2017,121,1,3727,759
2018,121,0,3727,759
2016,38,1,3727,760
2017,121,1,3727,760
2015,121,1,3727,761
2016,118,3,3727,761
2015,121,0,3798,762
2016,121,1,3798,762
2017,121,2,3798,762
2017,26,0,3511,763
2018,121,2,3511,763
2018,97,0,4942,764
2016,12,1,3728,765
2015,76,2,1923,766
2015,77,4,1839,767
2015,76,0,1923,768
2015,66,1,3728,769
2016,27,0,3728,769
2015,58,0,3728,770
2016,64,1,3728,770
2015,121,1,3799,771
2016,96,0,3799,771
2016,26,0,3799,772
2015,79,0,3799,773
2016,26,0,3799,773
2016,96,1,3799,774
2017,121,1,3799,774
2018,121,0,3799,774
2017,71,0,2007,775
2015,121,3,3728,776
2016,27,0,3728,776
2015,93,1,3728,777
2016,26,0,3728,777
2016,96,4,3728,778
2015,121,0,3728,779
2016,115,1,3728,779
2017,97,3,3728,779
2018,103,0,3728,779
2015,66,0,3728,780
2016,95,1,3728,781
2017,121,1,3728,781
2015,121,1,3799,782
2016,121,1,3799,782
2018,121,2,3799,782
2016,1,0,3728,783
2015,121,0,3799,784
2016,71,0,3799,784
2018,102,0,3940,785
2018,98,0,4886,786
2015,69,0,3870,787
2016,121,0,3870,788
2017,121,5,3870,788
2018,121,3,3870,788
2015,121,1,3657,789
2016,25,0,3657,789
2016,121,2,3657,790
2017,121,0,3657,790
2018,34,0,3940,791
2018,102,1,3870,792
2016,1,0,3657,793
2017,86,1,3657,793
2016,62,0,3657,794
2017,121,0,3657,794
2018,45,0,3657,794
2015,121,0,3799,795
2017,27,1,3799,795
2018,121,1,3799,795
2018,66,1,3200,796
2015,121,0,3728,797
2016,46,0,3728,797
2017,121,1,2524,798
2018,84,0,2524,798
2017,121,0,3799,799
2016,97,0,3728,800
2017,121,0,3728,800
2018,121,0,3728,800
2015,121,0,3799,801
2016,121,0,3799,801
2017,4,0,3799,801
2015,121,12,3799,802
2016,92,26,3799,802
2015,9,0,3728,803
2015,121,1,3728,804
2016,79,0,3728,804
2015,76,1,2007,805
2015,121,0,3799,806
2016,26,1,3799,806
2015,73,0,3728,807
2016,29,0,3728,807
2016,93,0,3728,808
2016,1,0,3870,809
2017,40,1,3870,809
2018,121,4,3870,809
2015,121,1,3870,810
2016,96,5,3799,811
2017,121,1,3799,811
2015,121,2,3799,812
2016,26,2,3799,812
2016,121,1,3728,813
2015,121,0,3728,814
2016,24,0,3728,814
2016,55,0,3728,815
2017,19,0,3728,816
2018,76,2,3728,816
2017,45,0,3281,817
2018,121,1,3281,817
2015,76,4,2007,818
2015,77,1,1839,819
2015,76,2,1923,820
2015,121,2,3728,821
2016,23,0,3728,821
2015,44,0,3728,822
2016,24,0,3728,822
2015,44,0,3728,823
2015,121,1,3728,824
2018,4,0,5957,825
2017,4,0,4137,826
2018,121,3,4137,826
2016,93,0,3728,827
2015,121,0,3799,828
2016,50,0,3799,828
2015,121,3,3799,829
2016,106,3,3799,829
2017,121,4,3799,829
2016,95,0,3728,830
2015,6,1,3799,831
2016,121,2,3799,831
2017,62,2,3799,831
2018,121,0,3799,831
2015,65,0,3728,832
2016,23,0,3728,832
2016,121,1,3799,833
2016,17,0,3728,834
2017,79,3,3728,834
2017,80,0,4717,835
2015,121,0,3728,836
2016,121,0,3728,836
2017,121,2,3728,836
2018,121,0,3728,836
2015,121,1,3728,837
2016,121,0,3728,837
2017,14,0,3728,837
2018,121,0,3728,837
2018,82,0,2866,838
2015,90,0,3728,839
2016,52,0,3728,839
2017,87,0,3728,839
2018,121,2,3728,839
2015,79,0,3728,840
2016,23,0,3728,840
2017,108,0,3728,841
2016,112,3,3870,842
2017,121,0,3870,842
2015,5,0,3728,843
2018,100,0,4660,844
2015,67,1,3870,845
2016,112,3,3870,845
2018,121,4,3870,845
2015,55,0,3870,846
2018,74,0,5156,847
2017,87,0,4660,848
2015,121,0,3728,849
2016,66,0,3728,849
2017,121,2,3728,849
2018,121,0,3728,849
2015,121,1,3657,850
2016,44,0,3657,850
2017,57,0,3657,850
2018,121,1,3657,850
2015,121,0,3657,851
2016,121,0,3657,851
2017,121,0,3657,851
2018,121,0,3657,851
2018,49,2,1363,852
2015,9,0,3657,853
2016,116,1,3657,853
2017,74,0,3657,854
2015,76,0,1923,855
2015,18,0,3728,856
2015,121,0,3728,857
2016,24,0,3728,857
2015,121,0,3799,858
2016,121,1,3799,858
2017,121,3,3799,858
2015,51,0,3728,859
2016,94,0,3728,859
2016,121,1,3799,860
2017,87,0,3799,860
2018,121,11,3799,860
2015,70,0,3799,861
2016,121,0,3799,861
2016,97,0,3728,862
2017,121,0,3728,862
2016,59,0,3728,863
2015,121,2,3728,864
2016,11,0,3728,864
2015,121,0,3799,865
2016,24,0,3799,865
2015,73,2,3799,866
2016,41,1,3799,866
2017,90,2,3799,866
2015,63,2,3728,867
2015,17,0,3728,868
2015,44,0,3728,869
2015,89,1,3728,870
2016,24,0,3728,870
2016,98,0,3728,871
2015,76,0,1923,872
2015,79,0,3728,873
2016,81,0,3728,873
2017,40,0,3728,873
2018,119,0,3728,873
2016,15,0,4487,874
2017,107,0,4487,874
2018,121,0,4487,874
2017,20,0,3657,875
2018,9,0,3657,875
2015,75,0,1923,876
2015,76,4,2007,877
2015,76,0,1923,878
2016,98,0,3799,879
2017,30,0,3799,879
2015,31,0,1839,880
2015,5,0,3799,881
2016,27,0,3799,881
2017,99,2,3799,882
2018,121,0,3799,882
2015,101,1,3799,883
2016,56,0,3799,883
2017,79,0,3799,883
2018,121,0,3799,883
2015,98,0,3728,884
2016,39,0,3728,885
2017,121,0,3728,885
2015,103,3,3728,886
2017,57,0,4660,887
2018,26,0,4660,887
2015,121,0,3799,888
2016,23,0,3799,888
2015,119,3,3728,889
2015,61,0,3728,890
2016,98,0,3728,891
2017,121,0,3728,891
2018,109,0,3728,891
2015,121,0,3728,892
2016,107,0,3728,892
2017,46,0,2437,893
2018,39,0,2437,893
2018,119,3,3870,894
2015,76,1,1839,895
2015,121,1,3728,896
2017,121,0,3728,896
2018,104,2,3728,896
2018,117,1,3940,897
2018,121,8,3799,898
2015,101,1,3657,899
2016,105,0,3657,899
2017,121,0,3657,899
2016,95,4,3799,900
2017,121,6,3799,900
2015,121,1,3870,901
2016,121,1,3870,901
2018,115,0,3870,901
2017,74,2,3657,902
2015,75,0,3657,903
2016,121,1,3657,903
2017,47,0,3657,903
2017,19,0,2350,904
2018,40,0,2350,904
2015,57,0,3657,905
2016,121,2,3657,905
2017,121,0,3657,905
2018,81,2,3657,905
2018,121,0,4997,906
2015,121,1,3870,907
2016,121,2,3870,907
2017,5,0,3870,907
2015,60,0,3728,908
2016,121,0,3728,908
2017,81,0,3728,908
2018,121,3,3940,909
2015,101,1,3728,910
2016,43,0,3728,910
2017,103,1,3728,910
2015,121,0,3799,911
2016,121,1,3799,911
2017,121,4,3799,911
2016,79,2,3799,912
2015,121,2,3728,913
2016,121,1,3728,913
2017,91,2,3728,913
2015,63,0,3728,914
2016,64,0,3728,914
2017,111,1,3728,914
2018,61,0,3436,915
2015,94,0,3799,916
2016,98,0,3799,916
2015,121,0,3728,917
2016,60,0,3728,917
2017,121,0,3728,917
2015,12,0,3728,918
2015,120,1,3799,919
2016,44,0,3799,919
2018,48,26,54,920
2016,73,0,3728,921
2017,121,0,3728,921
2018,121,0,3728,921
2015,76,5,1924,922
2016,94,4,3800,923
2017,119,2,3800,923
2015,112,0,3800,924
2016,18,0,3800,924
2015,76,0,2008,925
2015,76,1,1924,926
2015,49,2,3729,927
2016,10,0,3729,927
2017,97,3,3729,927
2017,4,0,3119,928
2018,68,0,3119,928
2018,58,0,4775,929
2015,62,1,3729,930
2016,121,0,3729,930
2017,67,0,3729,930
2015,98,0,3729,931
2016,15,0,3729,931
2016,78,1,3729,932
2017,119,2,3729,932
2015,121,1,3729,933
2016,53,0,3729,933
2017,30,0,3729,933
2018,121,4,3800,934
2015,121,0,3800,935
2016,16,0,3800,935
2015,121,1,3800,936
2016,92,1,3800,936
2015,102,0,3729,937
2016,28,0,3729,937
2016,83,0,3800,938
2017,121,1,3800,938
2017,104,0,3729,939
2018,121,2,3729,939
2015,76,0,3729,940
2016,40,0,3729,940
2017,12,0,3729,940
2017,68,0,3658,941
2015,69,0,3658,942
2016,44,0,3658,942
2017,54,0,3658,942
2018,121,2,3658,942
2015,121,1,3871,943
2016,99,4,3871,943
2017,121,0,3871,943
2018,81,0,3871,943
2018,119,0,3871,944
2015,52,1,3871,945
2016,96,0,3871,945
2017,74,0,3871,945
2018,121,0,3871,945
2018,121,0,3941,946
2015,60,0,3800,947
2016,71,1,3800,947
2018,48,0,3800,947
2015,121,1,3658,948
2016,44,1,3658,948
2018,121,1,2008,949
2018,32,0,5266,950
2015,109,0,3800,951
2015,25,0,3658,952
2016,64,0,3658,952
2018,98,3,3658,952
2018,121,1,3941,953
2015,1,0,3800,954
2015,121,0,3729,955
2016,121,0,3729,955
2017,58,3,3729,955
2015,61,0,3729,956
2016,41,0,3729,956
2017,40,0,3729,956
2015,61,0,3729,957
2016,40,0,3729,957
2017,121,0,3729,957
2015,121,1,3729,958
2016,28,0,3729,958
2015,84,0,3729,959
2016,86,2,3729,959
2015,20,0,3800,960
2016,94,0,3729,961
2017,91,2,3729,961
2017,51,15,2525,962
2018,75,1,2525,962
2017,70,0,3800,963
2018,83,0,5863,964
2015,63,2,3658,965
2016,41,8,3658,965
2017,19,2,3658,965
2015,76,0,1924,966
2017,23,0,1924,966
2015,76,1,2008,967
2018,121,3,2177,968
2018,53,1,3871,969
2015,76,0,1840,970
2015,76,2,2008,971
2017,30,0,3282,972
2018,72,1,3282,972
2016,1,0,3658,973
2017,121,2,3658,973
2018,121,0,3658,973
2017,121,0,4604,974
2018,79,0,4604,974
2017,121,0,689,975
2016,24,1,3800,976
2017,96,3,3800,976
2015,1,0,3871,977
2016,89,0,3871,977
2017,69,1,3871,977
2018,68,0,3871,977
2015,78,0,3658,978
2018,106,0,3941,979
2016,58,0,3658,980
2018,98,0,3658,980
2015,77,0,3658,981
2015,59,0,3800,982
2016,88,0,3800,982
2017,87,1,3800,983
2018,53,0,3800,983
2018,97,0,3800,984
2015,112,1,3729,985
2016,79,1,3729,985
2017,48,0,3729,985
2018,115,1,3729,985
2015,70,0,3800,986
2018,104,0,3871,987
2015,112,10,3729,988
2016,56,1,3729,988
2017,20,1,3729,988
2018,6,1,3729,988
2015,121,0,3729,989
2017,54,0,3729,989
2018,93,0,3729,989
2015,98,0,3658,990
2018,37,0,899,991
2017,36,0,3658,992
2018,66,10,2525,993
2017,121,0,3871,994
2018,60,0,4887,995
2015,76,2,1924,996
2018,118,0,4775,997
2015,76,1,1840,998
2015,76,0,2008,999
2015,76,0,2008,1000
2018,121,0,5759,1001
2015,121,3,3658,1002
2016,15,0,3658,1002
2017,121,1,3658,1002
2018,81,1,3658,1002
2015,121,4,3800,1003
2016,26,0,3800,1004
2017,72,1,3800,1004
2018,114,0,3800,1004
2017,22,0,3729,1005
2018,47,1,3729,1005
2015,121,1,3729,1006
2016,88,1,3729,1006
2015,87,1,3729,1007
2016,44,3,3729,1008
2017,121,1,3729,1008
2015,62,1,3800,1009
2015,105,9,3658,1010
2017,121,8,3658,1011
2016,29,0,3729,1012
2017,121,0,3729,1013
2015,121,4,3658,1014
2016,96,0,3658,1014
2017,121,4,3658,1014
2015,121,0,3871,1015
2016,77,0,3871,1015
2017,70,1,3871,1015
2018,38,0,3871,1015
2015,121,0,3800,1016
2016,44,1,3800,1016
2017,20,0,3800,1016
2018,83,0,3800,1016
2017,28,1,3512,1017
2018,121,10,3512,1017
2015,68,0,3871,1018
2016,80,0,3871,1018
2018,14,0,5266,1019
2015,76,3,3800,1020
2017,36,0,3800,1020
2018,69,0,3800,1020
2017,53,1,3871,1021
2018,53,1,3872,1022
2018,52,0,4999,1023
2018,54,3,1205,1024
2017,121,0,4719,1025
2018,121,0,4719,1025
2015,121,1,3872,1026
2016,7,0,3872,1026
2018,121,1,3872,1026
2016,90,0,3801,1027
2017,69,1,3801,1027
2015,53,0,3730,1028
2015,121,28,3730,1029
2017,121,1,3730,1030
2018,121,0,3730,1030
2015,121,0,3872,1031
2016,56,0,3872,1031
2017,87,0,3872,1031
2018,68,1,3872,1031
2016,93,1,3730,1032
2017,1,0,3730,1032
2018,121,0,3872,1033
2017,39,0,3659,1034
2018,51,0,2352,1035
2015,114,3,3659,1036
2016,97,1,3659,1036
2017,32,1,3659,1036
2018,121,3,3659,1036
2015,121,2,3659,1037
2015,68,5,3659,1038
2017,121,2,3659,1038
2018,121,3,3942,1039
2017,59,1,3730,1040
2018,48,0,3730,1040
2018,121,0,5377,1041
2015,71,0,3730,1042
2015,69,0,3801,1043
2016,121,0,3801,1043
2017,121,0,3801,1043
2018,83,0,3801,1043
2018,101,0,690,1044
2018,19,0,258,1045
2018,89,4,1285,1046
2017,121,2,4719,1047
2018,76,0,4719,1047
2017,121,0,4662,1048
2018,111,0,4662,1048
2017,121,17,258,1049
2018,76,13,258,1049
2018,80,1,755,1050
2017,121,0,5377,1051
2018,121,0,5377,1051
2018,6,0,827,1052
2018,23,0,827,1053
2018,121,0,5760,1054
2018,24,0,5106,1055
2017,8,0,5377,1056
2018,121,0,5377,1056
2018,110,5,2093,1057
2018,121,0,4999,1058
2017,121,0,5432,1059
2018,121,0,5432,1059
2018,81,2,1365,1060
2018,121,0,3360,1061
2018,83,21,1522,1062
2017,98,4,226,1063
2018,121,0,226,1063
2018,90,1,3660,1064
2017,91,0,3660,1065
2018,37,0,4548,1066
2018,52,0,5000,1067
2017,12,0,438,1068
2018,118,13,438,1068
2017,97,0,4720,1069
2018,48,3,2179,1070
2017,97,0,5378,1071
2018,121,0,5378,1071
2017,39,0,3361,1072
2018,82,0,3361,1072
2016,90,0,5268,1073
2017,121,0,5268,1073
2018,121,0,5268,1073
2017,10,0,5107,1074
2018,89,0,5107,1074
2017,51,0,3039,1075
2018,93,0,3039,1075
2018,97,0,4720,1076
2018,31,1,398,1077
2016,116,0,5268,1078
2017,88,0,5268,1078
2018,121,0,5268,1078
2017,52,2,2010,1079
2018,121,1,2010,1079
2017,121,0,3943,1080
2018,121,0,3943,1080
2017,62,2,2697,1081
2018,105,3,2697,1081
2017,121,0,3588,1082
2018,121,0,3588,1082
2018,99,2,1926,1083
2018,29,0,4890,1084
2018,121,0,5160,1085
2017,121,12,260,1086
2018,50,3,260,1086
2017,121,2,294,1087
2018,92,3,294,1087
2018,2,0,6008,1088
2018,95,0,5001,1089
2018,116,0,5598,1090
2017,121,0,3661,1091
2018,89,0,3661,1091
2018,121,4,2011,1092
2018,109,0,5055,1093
2018,121,1,1524,1094
2016,27,0,5214,1095
2017,39,0,5214,1095
2018,11,0,5214,1095
2017,86,0,5961,1096
2018,14,0,5961,1096
2017,85,0,5269,1097
2018,36,0,5269,1098
2018,17,0,3874,1099
2018,24,0,4890,1100
2017,100,3,902,1101
2017,4,0,2266,1102
2018,65,0,2266,1102
2018,121,0,4778,1103
2016,87,1,5269,1104
2017,105,0,5269,1104
2018,60,0,5269,1104
2017,44,1,364,1105
2018,121,1,364,1106
2018,121,0,4947,1107
2017,46,0,2096,1108
2018,66,0,2096,1108
2017,1,0,1844,1109
2017,17,0,2267,1110
2018,48,2,2267,1110
2017,120,0,5270,1111
2017,95,2,329,1112
2018,38,0,329,1112
2018,74,0,4608,1113
2018,87,0,4891,1114
2017,30,0,3286,1115
2018,121,1,3286,1115
2018,75,0,5109,1116
2018,91,0,4779,1117
2018,17,0,2957,1118
2018,117,0,4779,1119
